datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1993-08-01,dsm2,base,23,21527.00,20340.00,1730.00,-10611.38,5061.22,7584.40,0.00,0.00,603.02,3.01,4.02,4.06,3.36,420.34,420.34,140.08,4945.23,719.64,145.25,1176.43,1169.95,173.33,194.20,137.43,6405.33,5961.36,7923.31,138.76,138.80,3668.85,175.63,2729.16,7062.81,2166.76,140.10,154.06,472.28,6491.46,129.22,279.93,151.49,129.29,5090.48,115.77,109.58,144.70,298.42,140.66,641.19,159.98,3550.43,214.17,70.80
1993-08-02,dsm2,base,23,22171.00,20970.00,1870.00,-10628.88,4965.07,8447.05,0.00,0.00,600.00,2.70,4.07,3.71,3.46,464.36,464.36,140.73,5081.86,709.79,146.85,1310.69,1310.69,174.94,213.78,138.67,6469.61,6069.43,8105.09,139.81,139.85,3925.04,184.72,2948.80,7171.67,2306.99,140.76,153.94,467.56,6968.35,129.65,271.24,152.93,131.09,5228.74,115.50,108.46,151.91,294.72,145.39,630.87,159.91,3692.83,194.02,70.80
1993-08-03,dsm2,base,23,23136.00,21960.00,1820.00,-10775.93,4890.85,9289.22,0.00,0.00,627.98,2.47,3.99,3.22,3.47,508.13,508.13,141.70,5169.56,699.97,148.29,1393.83,1393.83,177.37,223.97,139.99,6549.63,6158.02,8315.88,140.81,141.02,4067.99,194.04,3137.34,7313.35,2417.20,141.70,153.99,469.47,7291.72,130.19,267.43,153.51,131.91,5291.46,114.37,104.78,155.41,285.60,149.24,611.43,159.57,3821.74,176.49,70.80
1993-08-04,dsm2,base,23,24065.00,22950.00,1760.00,-10794.75,4551.02,10479.23,0.00,0.00,581.03,2.29,3.81,2.72,3.38,527.42,527.42,142.73,5234.06,689.29,149.73,1347.62,1347.62,180.61,212.97,140.97,6605.38,6235.41,8437.57,141.89,142.04,4085.98,196.99,3098.10,7445.58,2433.22,142.74,153.56,473.79,7119.55,130.70,265.87,153.68,131.73,5318.95,112.03,105.75,152.49,290.51,148.38,617.72,158.60,3871.53,177.19,70.80
1993-08-05,dsm2,base,23,23779.00,22680.00,1640.00,-10811.42,4333.45,10274.13,0.00,0.00,592.99,2.01,3.75,2.25,3.29,496.19,496.19,143.50,5250.41,679.02,150.53,1179.05,1179.05,183.62,187.00,141.34,6637.45,6267.32,8290.44,142.56,142.66,3932.69,193.29,2823.33,7400.03,2309.82,143.50,153.67,476.68,6639.18,130.90,268.16,154.06,130.35,5119.60,110.68,107.48,145.38,285.16,145.07,616.68,157.13,3876.89,167.04,70.80
1993-08-06,dsm2,base,23,23166.00,22050.00,1570.00,-10754.81,4293.21,9687.98,0.00,0.00,617.98,1.67,3.80,1.80,3.28,476.44,476.44,143.86,5292.89,670.87,151.34,1088.15,1088.15,187.03,175.37,141.04,6653.20,6278.27,8119.67,142.64,142.81,3827.51,191.74,2654.56,7337.82,2232.37,143.85,153.71,473.58,6404.03,130.61,267.73,154.93,130.22,4946.84,111.14,107.53,141.39,293.87,143.09,593.24,156.66,3923.40,157.91,70.80
1993-08-07,dsm2,base,23,22284.00,21150.00,1770.00,-10781.70,4163.78,9108.51,0.00,0.00,653.98,1.48,3.75,1.53,3.35,480.52,480.52,143.82,5354.87,664.13,151.90,1064.66,1064.66,190.45,174.18,140.98,6662.51,6314.74,8091.48,142.35,142.60,3844.15,196.56,2627.43,7331.23,2116.47,143.81,153.68,464.81,6504.24,129.97,265.10,155.62,130.69,4859.41,111.61,108.55,141.24,274.15,144.12,608.02,156.32,4026.37,156.52,70.80
1993-08-08,dsm2,base,23,21671.00,20520.00,1850.00,-10972.26,4130.88,8417.86,0.00,0.00,685.98,1.40,3.69,1.34,3.33,482.04,482.04,143.62,5344.27,655.89,152.94,1030.95,1030.95,193.33,166.87,141.36,6644.67,6326.36,8115.38,142.21,142.41,3817.35,196.80,2488.34,7328.48,2126.03,143.62,153.73,454.61,6453.91,129.70,265.15,156.10,131.15,4581.89,111.85,110.44,141.08,284.40,144.86,639.56,156.20,4067.72,155.83,70.80
1993-08-09,dsm2,base,23,20969.00,19800.00,1830.00,-10760.75,4031.45,8006.80,0.00,0.00,645.02,1.51,3.73,1.31,3.30,479.98,479.98,143.74,5363.02,645.71,153.70,986.44,986.44,196.46,163.63,141.90,6617.77,6311.21,8171.18,142.50,142.69,3682.70,198.08,2415.91,7325.57,2175.98,143.74,153.88,448.27,6372.39,129.66,267.98,156.12,131.84,3893.47,112.59,111.40,140.61,285.86,146.06,672.20,156.21,4082.99,155.33,70.80
1993-08-10,dsm2,base,23,21040.00,19890.00,1840.00,-10799.68,3930.07,8150.25,0.00,0.00,625.01,1.84,3.74,1.45,3.27,508.04,508.04,144.22,5432.16,645.62,154.79,1038.27,1038.27,200.95,170.83,142.40,6624.71,6326.48,8344.49,143.37,143.61,3701.16,210.71,2498.71,7373.13,2245.33,144.22,153.66,445.35,6697.19,129.82,267.22,156.26,134.10,3789.13,113.61,111.44,141.59,294.52,145.75,664.68,155.49,4115.39,155.61,70.80
1993-08-11,dsm2,base,23,20949.00,19800.00,1860.00,-10989.07,3509.12,8310.81,0.00,0.00,575.03,2.26,3.82,1.89,3.25,525.80,525.80,144.76,5464.95,652.13,157.02,1090.50,1090.50,203.69,176.58,143.86,6636.91,6345.49,8534.49,144.68,144.92,3786.94,222.01,2610.97,7437.80,2279.96,144.76,153.20,449.00,7086.40,130.47,265.65,156.13,136.41,3641.78,114.42,112.37,147.15,302.07,147.49,641.44,154.44,4131.32,168.49,70.80
1993-08-12,dsm2,base,23,20561.00,19440.00,1890.00,-10769.00,3784.47,7897.53,0.00,0.00,615.98,2.55,3.94,2.36,3.26,544.28,544.28,145.99,5492.77,651.33,159.03,1186.68,1186.68,205.93,195.06,145.84,6695.96,6351.69,8795.65,146.41,146.79,3840.68,235.21,2858.99,7577.59,2250.80,145.98,153.57,454.35,7645.26,131.54,265.55,155.77,138.19,3885.21,115.42,111.45,153.40,305.99,154.18,606.24,153.28,4153.61,199.57,70.80
1993-08-13,dsm2,base,23,20343.00,19260.00,1930.00,-10811.92,3736.86,7724.22,0.00,0.00,588.02,2.92,4.02,2.93,3.25,558.28,558.28,148.18,5517.98,641.96,162.58,1283.72,1283.72,207.43,209.87,149.04,6800.00,6416.43,9148.16,148.82,149.17,3957.83,243.86,3069.27,7831.73,2377.78,148.19,154.36,460.52,8035.60,132.53,267.74,156.01,139.84,4191.62,115.63,107.72,163.27,312.66,163.73,602.63,153.18,4232.09,223.75,70.80
1993-08-14,dsm2,base,23,19926.00,18810.00,2010.00,-10687.60,3653.80,7594.60,0.00,0.00,561.01,3.23,3.94,3.64,3.29,592.84,592.84,150.66,5582.43,632.99,166.86,1459.75,1459.75,210.73,234.35,152.79,6958.64,6499.28,9550.00,151.76,152.20,4085.65,252.64,3402.92,8131.05,2547.65,150.64,155.61,455.25,8477.02,133.57,270.06,157.09,141.05,4633.34,115.38,114.67,174.05,299.62,171.79,605.88,152.76,4299.01,207.22,70.80
1993-08-15,dsm2,base,23,19613.00,18450.00,2080.00,-11091.13,3326.39,7275.48,0.00,0.00,542.01,3.40,3.80,4.12,3.22,614.09,614.09,153.66,5633.26,620.86,170.52,1559.10,1559.10,212.69,257.49,156.31,7100.10,6611.13,9872.69,154.90,155.35,4158.01,254.79,3565.41,8347.02,2743.16,153.63,156.98,453.26,8420.58,134.38,278.24,158.59,141.41,4915.20,116.45,118.82,186.04,323.62,179.20,580.04,153.15,4327.84,224.34,70.80
1993-08-16,dsm2,base,23,19241.00,18090.00,2070.00,-10800.60,3862.60,6647.80,0.00,0.00,552.00,3.48,3.82,4.34,3.17,623.93,623.93,156.71,5739.23,598.86,173.27,1640.36,1640.36,216.46,271.61,158.36,7269.05,6714.87,9985.90,157.74,158.32,4105.98,253.80,3638.05,8538.66,2824.14,156.66,159.35,443.55,8251.78,134.74,290.02,160.93,142.76,5109.85,118.84,120.16,189.61,311.52,180.63,556.15,153.85,4325.73,213.42,70.80
